Asset types,Subsidiaries,Versions,Depreciation,Month,Value
,GO Americas,Budget version 2,Depreciation on Existing Items,Sep,233797.74
,GO Americas,Budget version 2,Depreciation on Existing Items,Sep,147755.89
,GO Americas,Budget version 2,Depreciation on Existing Items,Sep,910221.84
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Sep,131901.71
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Sep,213413.83
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Sep,141441.74
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Sep,66266.07
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Sep,69254.38
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Sep,273858.23
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Sep,591959.01
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Sep,136783.66
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Sep,393218.81
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Sep,235058.44
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Sep,635566.96
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Sep,123987.61
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Sep,200609
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Sep,132955.24
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Sep,62290.11
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Sep,65099.12
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Sep,257426.74
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Sep,556441.47
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Sep,128576.64
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Sep,369625.68
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Sep,220954.93
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Sep,597432.94
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Sep,50257.86
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Sep,64731.42
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Sep,139933.82
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Sep,62768.65
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Sep,73492.23
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Sep,295070.19
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Sep,318661.11
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Sep,"131,539.19"
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Sep,281249.43
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Sep,99169.6
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Sep,789555.61
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Sep,50257.86
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Sep,64731.42
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Sep,139933.82
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Sep,65907.08
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Sep,77166.84
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Sep,295070.19
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Sep,318661.11
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Sep,131539.19
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Sep,295311.9
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Sep,104128.08
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Sep,789555.61
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Sep,241400.56
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Sep,97600.19
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Sep,125143.88
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Sep,51353.75
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Sep,74613.57
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Sep,158584.85
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Sep,432045.41
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Sep,81151.52
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Sep,195021.19
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Sep,78075.62
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Sep,658887.42
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Sep,226916.53
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Sep,91744.18
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Sep,117635.25
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Sep,48272.53
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Sep,70136.76
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Sep,149069.76
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Sep,406122.69
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Sep,76282.43
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Sep,183319.92
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Sep,73391.08
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Sep,619354.17
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Sep,225009.77
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Sep,189351.4
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Sep,310859.65
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Sep,41986.69
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Sep,57512.91
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Sep,332239.9
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Sep,183099.4
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Sep,88073.18
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Sep,130422.16
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Sep,113665.96
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Sep,806864.85
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Sep,220509.57
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Sep,185564.37
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Sep,304642.46
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Sep,41146.96
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Sep,56362.65
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Sep,325595.1
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Sep,179437.41
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Sep,86311.72
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Sep,127813.72
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Sep,111392.64
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Sep,790727.55
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Sep,158725.68
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Sep,75954.78
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Sep,228339.26
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Sep,47724.39
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Sep,37078.47
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Sep,291984.12
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Sep,361498.6
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Sep,132917.43
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Sep,91875.49
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Sep,218662.78
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Sep,933355.77
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Sep,165074.71
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Sep,78992.97
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Sep,237472.83
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Sep,49633.37
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Sep,38561.61
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Sep,303663.48
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Sep,375958.54
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Sep,138234.13
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Sep,95550.51
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Sep,227409.29
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Sep,970690
,GO Americas,Budget version 1,Depreciation on Existing Items,Oct,240685.88
,GO Americas,Budget version 1,Depreciation on Existing Items,Oct,211280.33
,GO Americas,Budget version 1,Depreciation on Existing Items,Oct,278895.16
,GO Americas,Budget version 1,Depreciation on Existing Items,Oct,64461.71
,GO Americas,Budget version 1,Depreciation on Existing Items,Oct,72439.23
,GO Americas,Budget version 1,Depreciation on Existing Items,Oct,384042.31
,GO Americas,Budget version 1,Depreciation on Existing Items,Oct,630593.19
,GO Americas,Budget version 1,Depreciation on Existing Items,Oct,68838.86
,GO Americas,Budget version 1,Depreciation on Existing Items,Oct,225891.54
,GO Americas,Budget version 1,Depreciation on Existing Items,Oct,142759.31
,GO Americas,Budget version 1,Depreciation on Existing Items,Oct,879441.39
,GO Americas,Budget version 2,Depreciation on Existing Items,Oct,249109.89
,GO Americas,Budget version 2,Depreciation on Existing Items,Oct,218675.14
,GO Americas,Budget version 2,Depreciation on Existing Items,Oct,288656.49
,GO Americas,Budget version 2,Depreciation on Existing Items,Oct,66717.87
,GO Americas,Budget version 2,Depreciation on Existing Items,Oct,74974.6
,GO Americas,Budget version 2,Depreciation on Existing Items,Oct,397483.79
,GO Americas,Budget version 2,Depreciation on Existing Items,Oct,652663.95
,GO Americas,Budget version 2,Depreciation on Existing Items,Oct,71248.22
,GO Americas,Budget version 2,Depreciation on Existing Items,Oct,233797.74
,GO Americas,Budget version 2,Depreciation on Existing Items,Oct,147755.89
,GO Americas,Budget version 2,Depreciation on Existing Items,Oct,910221.84
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Oct,131901.71
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Oct,213413.83
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Oct,141441.74
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Oct,66266.07
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Oct,69254.38
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Oct,273858.23
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Oct,591959.01
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Oct,136783.66
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Oct,393218.81
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Oct,235058.44
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Oct,635566.96
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Oct,123987.61
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Oct,200609
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Oct,132955.24
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Oct,62290.11
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Oct,65099.12
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Oct,257426.74
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Oct,556441.47
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Oct,128576.64
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Oct,369625.68
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Oct,220954.93
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Oct,597432.94
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Oct,50257.86
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Oct,64731.42
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Oct,139933.82
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Oct,62768.65
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Oct,73492.23
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Oct,295070.19
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Oct,318661.11
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Oct,"131,539.19"
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Oct,281249.43
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Oct,99169.6
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Oct,789555.61
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Oct,50257.86
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Oct,64731.42
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Oct,139933.82
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Oct,65907.08
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Oct,77166.84
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Oct,295070.19
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Oct,318661.11
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Oct,131539.19
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Oct,295311.9
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Oct,104128.08
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Oct,789555.61
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Oct,241400.56
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Oct,97600.19
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Oct,125143.88
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Oct,51353.75
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Oct,74613.57
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Oct,158584.85
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Oct,432045.41
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Oct,81151.52
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Oct,195021.19
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Oct,78075.62
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Oct,658887.42
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Oct,226916.53
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Oct,91744.18
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Oct,117635.25
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Oct,48272.53
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Oct,70136.76
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Oct,149069.76
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Oct,406122.69
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Oct,76282.43
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Oct,183319.92
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Oct,73391.08
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Oct,619354.17
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Oct,225009.77
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Oct,189351.4
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Oct,310859.65
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Oct,41986.69
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Oct,57512.91
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Oct,332239.9
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Oct,183099.4
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Oct,88073.18
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Oct,130422.16
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Oct,113665.96
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Oct,806864.85
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Oct,220509.57
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Oct,185564.37
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Oct,304642.46
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Oct,41146.96
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Oct,56362.65
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Oct,325595.1
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Oct,179437.41
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Oct,86311.72
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Oct,127813.72
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Oct,111392.64
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Oct,790727.55
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Oct,158725.68
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Oct,75954.78
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Oct,228339.27
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Oct,47724.39
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Oct,37078.46
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Oct,291984.13
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Oct,361498.6
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Oct,132917.44
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Oct,91875.48
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Oct,218662.77
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Oct,933355.77
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Oct,165074.71
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Oct,78992.97
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Oct,237472.84
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Oct,49633.37
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Oct,38561.6
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Oct,303663.5
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Oct,375958.54
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Oct,138234.14
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Oct,95550.5
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Oct,227409.28
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Oct,970690
,GO Americas,Budget version 1,Depreciation on Existing Items,Nov,240685.88
,GO Americas,Budget version 1,Depreciation on Existing Items,Nov,211280.33
,GO Americas,Budget version 1,Depreciation on Existing Items,Nov,278895.16
,GO Americas,Budget version 1,Depreciation on Existing Items,Nov,64461.71
,GO Americas,Budget version 1,Depreciation on Existing Items,Nov,72439.23
,GO Americas,Budget version 1,Depreciation on Existing Items,Nov,384042.31
,GO Americas,Budget version 1,Depreciation on Existing Items,Nov,630593.19
,GO Americas,Budget version 1,Depreciation on Existing Items,Nov,68838.86
,GO Americas,Budget version 1,Depreciation on Existing Items,Nov,225891.54
,GO Americas,Budget version 1,Depreciation on Existing Items,Nov,142759.31
,GO Americas,Budget version 1,Depreciation on Existing Items,Nov,879441.39
,GO Americas,Budget version 2,Depreciation on Existing Items,Nov,249109.89
,GO Americas,Budget version 2,Depreciation on Existing Items,Nov,218675.14
,GO Americas,Budget version 2,Depreciation on Existing Items,Nov,288656.49
,GO Americas,Budget version 2,Depreciation on Existing Items,Nov,66717.87
,GO Americas,Budget version 2,Depreciation on Existing Items,Nov,74974.6
,GO Americas,Budget version 2,Depreciation on Existing Items,Nov,397483.79
,GO Americas,Budget version 2,Depreciation on Existing Items,Nov,652663.95
,GO Americas,Budget version 2,Depreciation on Existing Items,Nov,71248.22
,GO Americas,Budget version 2,Depreciation on Existing Items,Nov,233797.74
,GO Americas,Budget version 2,Depreciation on Existing Items,Nov,147755.89
,GO Americas,Budget version 2,Depreciation on Existing Items,Nov,910221.84
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Nov,131901.71
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Nov,213413.83
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Nov,141441.74
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Nov,66266.07
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Nov,69254.38
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Nov,273858.23
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Nov,591959.01
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Nov,136783.66
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Nov,393218.81
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Nov,235058.44
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Nov,635566.96
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Nov,123987.61
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Nov,200609
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Nov,132955.24
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Nov,62290.11
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Nov,65099.12
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Nov,257426.74
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Nov,556441.47
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Nov,128576.64
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Nov,369625.68
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Nov,220954.93
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Nov,597432.94
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Nov,50257.86
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Nov,64731.42
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Nov,139933.82
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Nov,62768.65
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Nov,73492.23
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Nov,295070.19
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Nov,318661.11
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Nov,"131,539.19"
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Nov,281249.43
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Nov,99169.6
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Nov,789555.61
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Nov,50257.86
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Nov,64731.42
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Nov,139933.82
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Nov,65907.08
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Nov,77166.84
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Nov,295070.19
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Nov,318661.11
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Nov,131539.19
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Nov,295311.9
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Nov,104128.08
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Nov,789555.61
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Nov,241400.56
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Nov,97600.19
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Nov,125143.88
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Nov,51353.75
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Nov,74613.57
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Nov,158584.85
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Nov,432045.41
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Nov,81151.52
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Nov,195021.19
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Nov,78075.62
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Nov,658887.42
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Nov,226916.53
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Nov,91744.18
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Nov,117635.25
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Nov,48272.53
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Nov,70136.76
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Nov,149069.76
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Nov,406122.69
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Nov,76282.43
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Nov,183319.92
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Nov,73391.08
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Nov,619354.17
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Nov,225009.77
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Nov,189351.4
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Nov,310859.65
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Nov,41986.69
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Nov,57512.91
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Nov,332239.9
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Nov,183099.4
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Nov,88073.18
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Nov,130422.16
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Nov,113665.96
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Nov,806864.85
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Nov,220509.57
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Nov,185564.37
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Nov,304642.46
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Nov,41146.96
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Nov,56362.65
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Nov,325595.1
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Nov,179437.41
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Nov,86311.72
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Nov,127813.72
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Nov,111392.64
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Nov,790727.55
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Nov,158725.68
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Nov,75954.77
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Nov,228339.26
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Nov,47724.38
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Nov,37078.47
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Nov,291984.12
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Nov,361498.59
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Nov,132917.43
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Nov,91875.48
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Nov,218662.78
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Nov,933355.77
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Nov,165074.71
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Nov,78992.96
